datetime,temperature,solar_radiation,cloud_cover
2025-11-28 22:00:00,0.0,0.0,62.5
2025-11-28 23:00:00,-3.0,0.0,83.5
2025-11-29 00:00:00,-3.1,0.0,85.1
2025-11-29 01:00:00,-3.8,0.0,54.8
2025-11-29 02:00:00,-2.7,0.0,61.0
2025-11-29 03:00:00,-3.2,0.0,61.3
2025-11-29 04:00:00,3.1,0.0,80.9
2025-11-29 05:00:00,6.6,0.0,70.9
2025-11-29 06:00:00,7.1,0.0,70.1
2025-11-29 07:00:00,2.2,0.0,76.8
2025-11-29 08:00:00,7.9,120.1,59.8
2025-11-29 09:00:00,10.1,231.0,89.2
2025-11-29 10:00:00,6.9,369.0,68.7
2025-11-29 11:00:00,8.2,380.1,55.9
2025-11-29 12:00:00,3.8,474.7,65.3
2025-11-29 13:00:00,7.8,456.7,87.2
2025-11-29 14:00:00,4.4,342.9,62.4
2025-11-29 15:00:00,5.9,253.3,83.0
2025-11-29 16:00:00,1.1,135.6,59.4
2025-11-29 17:00:00,4.0,0.0,57.3
2025-11-29 18:00:00,3.7,0.0,78.6
2025-11-29 19:00:00,-1.1,0.0,55.6
2025-11-29 20:00:00,-2.9,0.0,81.1
2025-11-29 21:00:00,-5.7,0.0,74.0
2025-11-29 22:00:00,-2.4,0.0,55.6
2025-11-29 23:00:00,-3.2,0.0,67.7
2025-11-30 00:00:00,-5.1,0.0,60.6
2025-11-30 01:00:00,-0.6,0.0,74.1
2025-11-30 02:00:00,-1.6,0.0,97.2
2025-11-30 03:00:00,-1.8,0.0,63.3
2025-11-30 04:00:00,0.4,0.0,76.9
2025-11-30 05:00:00,5.0,0.0,69.2
2025-11-30 06:00:00,5.3,0.0,69.2
2025-11-30 07:00:00,5.1,0.0,66.4
2025-11-30 08:00:00,7.6,62.8,56.0
2025-11-30 09:00:00,4.8,196.0,73.9
2025-11-30 10:00:00,7.7,370.9,64.5
2025-11-30 11:00:00,8.1,400.1,55.3
2025-11-30 12:00:00,6.7,404.7,84.1
2025-11-30 13:00:00,8.0,392.2,70.3
2025-11-30 14:00:00,4.8,261.6,65.4
2025-11-30 15:00:00,6.3,229.6,89.0
2025-11-30 16:00:00,5.2,75.8,41.3
2025-11-30 17:00:00,-3.0,0.0,87.9
2025-11-30 18:00:00,3.9,0.0,55.7
2025-11-30 19:00:00,-5.8,0.0,72.0
2025-11-30 20:00:00,-2.0,0.0,60.0
2025-11-30 21:00:00,0.5,0.0,55.0
2025-11-30 22:00:00,-2.7,0.0,88.6
2025-11-30 23:00:00,-5.1,0.0,96.7
2025-12-01 00:00:00,-4.3,0.0,65.6
2025-12-01 01:00:00,0.4,0.0,74.0
2025-12-01 02:00:00,-4.7,0.0,69.8
2025-12-01 03:00:00,2.4,0.0,94.9
2025-12-01 04:00:00,1.3,0.0,37.3
2025-12-01 05:00:00,0.3,0.0,74.6
2025-12-01 06:00:00,2.8,0.0,58.1
2025-12-01 07:00:00,3.1,0.0,33.6
2025-12-01 08:00:00,7.9,124.5,63.6
2025-12-01 09:00:00,8.5,263.9,96.7
2025-12-01 10:00:00,4.1,349.3,59.1
2025-12-01 11:00:00,6.9,402.6,80.8
2025-12-01 12:00:00,5.8,365.4,86.9
2025-12-01 13:00:00,9.6,408.5,68.8
2025-12-01 14:00:00,3.5,350.9,70.8
2025-12-01 15:00:00,8.4,271.4,43.2
2025-12-01 16:00:00,3.9,160.5,58.2
2025-12-01 17:00:00,0.4,0.0,82.6
2025-12-01 18:00:00,0.0,0.0,69.9
2025-12-01 19:00:00,-1.4,0.0,74.5
2025-12-01 20:00:00,-3.4,0.0,71.0
2025-12-01 21:00:00,-1.5,0.0,100.0
2025-12-01 22:00:00,-4.6,0.0,62.5
2025-12-01 23:00:00,-6.7,0.0,93.0
2025-12-02 00:00:00,-3.0,0.0,71.1
2025-12-02 01:00:00,-5.4,0.0,94.5
2025-12-02 02:00:00,-2.5,0.0,50.7
2025-12-02 03:00:00,-1.8,0.0,71.8
2025-12-02 04:00:00,-0.5,0.0,63.2
2025-12-02 05:00:00,6.5,0.0,71.2
2025-12-02 06:00:00,4.0,0.0,87.4
2025-12-02 07:00:00,5.5,0.0,74.8
2025-12-02 08:00:00,2.5,44.9,87.4
2025-12-02 09:00:00,5.6,221.2,59.0
2025-12-02 10:00:00,7.8,308.6,56.7
2025-12-02 11:00:00,5.5,394.8,69.3
2025-12-02 12:00:00,9.2,409.7,68.5
2025-12-02 13:00:00,4.5,382.6,66.3
2025-12-02 14:00:00,5.5,361.7,54.7
2025-12-02 15:00:00,3.9,199.8,87.1
2025-12-02 16:00:00,4.2,64.4,63.6
2025-12-02 17:00:00,1.3,0.0,90.5
2025-12-02 18:00:00,0.7,0.0,69.3
2025-12-02 19:00:00,-0.4,0.0,78.8
2025-12-02 20:00:00,-2.5,0.0,77.4
2025-12-02 21:00:00,-0.8,0.0,56.7
2025-12-02 22:00:00,-1.8,0.0,74.6
2025-12-02 23:00:00,-2.6,0.0,98.0
2025-12-03 00:00:00,-3.3,0.0,72.9
2025-12-03 01:00:00,-0.3,0.0,82.7
2025-12-03 02:00:00,-1.6,0.0,79.6
2025-12-03 03:00:00,-0.7,0.0,73.8
2025-12-03 04:00:00,1.3,0.0,72.0
2025-12-03 05:00:00,5.8,0.0,77.4
2025-12-03 06:00:00,1.0,0.0,80.6
2025-12-03 07:00:00,6.5,0.0,48.9
2025-12-03 08:00:00,2.2,63.7,72.9
2025-12-03 09:00:00,7.2,220.9,66.4
2025-12-03 10:00:00,10.4,292.9,63.3
2025-12-03 11:00:00,8.4,387.2,88.6
2025-12-03 12:00:00,7.6,403.3,58.2
2025-12-03 13:00:00,5.6,365.0,48.3
2025-12-03 14:00:00,6.0,356.0,81.1
2025-12-03 15:00:00,4.4,229.9,47.9
2025-12-03 16:00:00,2.1,126.3,40.3
2025-12-03 17:00:00,1.8,0.0,82.8
2025-12-03 18:00:00,1.5,0.0,71.6
2025-12-03 19:00:00,-1.6,0.0,76.3
2025-12-03 20:00:00,-2.7,0.0,62.5
2025-12-03 21:00:00,-4.6,0.0,48.4
2025-12-03 22:00:00,-1.6,0.0,51.4
2025-12-03 23:00:00,-1.5,0.0,65.1
2025-12-04 00:00:00,-2.1,0.0,50.2
2025-12-04 01:00:00,-0.1,0.0,73.9
2025-12-04 02:00:00,-1.1,0.0,62.3
2025-12-04 03:00:00,0.6,0.0,72.0
2025-12-04 04:00:00,1.6,0.0,71.6
2025-12-04 05:00:00,2.1,0.0,75.1
2025-12-04 06:00:00,2.5,0.0,76.8
2025-12-04 07:00:00,9.2,0.0,64.1
2025-12-04 08:00:00,4.9,87.3,72.0
2025-12-04 09:00:00,5.3,229.9,72.8
2025-12-04 10:00:00,8.0,311.9,32.8
2025-12-04 11:00:00,7.8,387.5,79.0
2025-12-04 12:00:00,4.3,428.7,71.5
2025-12-04 13:00:00,8.9,375.3,77.7
2025-12-04 14:00:00,5.6,344.3,50.0
2025-12-04 15:00:00,2.6,206.2,64.5
2025-12-04 16:00:00,6.0,116.0,52.9
2025-12-04 17:00:00,3.5,0.0,80.4
2025-12-04 18:00:00,-1.5,0.0,48.2
2025-12-04 19:00:00,3.3,0.0,55.3
2025-12-04 20:00:00,0.1,0.0,77.3
2025-12-04 21:00:00,-2.1,0.0,59.8
2025-12-04 22:00:00,0.6,0.0,55.3
2025-12-04 23:00:00,-2.4,0.0,82.9
2025-12-05 00:00:00,-2.7,0.0,83.6
2025-12-05 01:00:00,-3.5,0.0,80.2
2025-12-05 02:00:00,-0.2,0.0,82.1
2025-12-05 03:00:00,0.6,0.0,65.9
2025-12-05 04:00:00,0.9,0.0,66.3
2025-12-05 05:00:00,0.6,0.0,59.6
2025-12-05 06:00:00,3.7,0.0,71.9
2025-12-05 07:00:00,4.5,0.0,61.4
2025-12-05 08:00:00,3.0,74.7,62.9
2025-12-05 09:00:00,3.6,255.1,78.4
2025-12-05 10:00:00,8.1,329.7,87.1
2025-12-05 11:00:00,2.0,432.4,75.3
2025-12-05 12:00:00,7.4,371.8,96.3
2025-12-05 13:00:00,5.5,342.5,58.8
2025-12-05 14:00:00,8.3,309.3,41.8
2025-12-05 15:00:00,3.7,188.0,80.1
2025-12-05 16:00:00,4.8,50.6,57.8
2025-12-05 17:00:00,1.4,0.0,65.3
2025-12-05 18:00:00,1.1,0.0,42.8
2025-12-05 19:00:00,1.1,0.0,55.9
2025-12-05 20:00:00,-2.3,0.0,46.8
2025-12-05 21:00:00,-0.2,0.0,62.8
2025-12-05 22:00:00,-4.6,0.0,63.4
2025-12-05 23:00:00,-2.2,0.0,70.7
2025-12-06 00:00:00,-0.9,0.0,88.0
2025-12-06 01:00:00,-1.0,0.0,79.6
2025-12-06 02:00:00,2.3,0.0,45.1
2025-12-06 03:00:00,-2.0,0.0,78.6
2025-12-06 04:00:00,-2.0,0.0,71.1
2025-12-06 05:00:00,0.1,0.0,68.0
2025-12-06 06:00:00,4.7,0.0,69.1
2025-12-06 07:00:00,5.5,0.0,72.5
2025-12-06 08:00:00,5.8,109.6,59.1
2025-12-06 09:00:00,4.1,228.5,66.7
2025-12-06 10:00:00,8.4,312.5,87.2
2025-12-06 11:00:00,4.6,374.3,58.9
2025-12-06 12:00:00,9.2,387.7,54.0
2025-12-06 13:00:00,12.1,435.4,68.5
2025-12-06 14:00:00,6.3,304.9,52.5
2025-12-06 15:00:00,5.7,189.0,43.6
2025-12-06 16:00:00,2.4,114.9,64.3
2025-12-06 17:00:00,-1.6,0.0,91.2
2025-12-06 18:00:00,-0.4,0.0,68.9
2025-12-06 19:00:00,-2.6,0.0,72.1
2025-12-06 20:00:00,-4.4,0.0,37.5
2025-12-06 21:00:00,1.2,0.0,76.0
2025-12-06 22:00:00,-2.2,0.0,70.8
2025-12-06 23:00:00,-2.2,0.0,59.5
2025-12-07 00:00:00,-3.5,0.0,72.2
2025-12-07 01:00:00,-2.7,0.0,72.1
2025-12-07 02:00:00,0.3,0.0,53.6
2025-12-07 03:00:00,-0.6,0.0,74.5
2025-12-07 04:00:00,1.7,0.0,87.5
2025-12-07 05:00:00,1.5,0.0,66.1
2025-12-07 06:00:00,2.5,0.0,56.5
2025-12-07 07:00:00,1.6,0.0,66.9
2025-12-07 08:00:00,1.5,83.5,82.3
2025-12-07 09:00:00,5.7,288.9,51.1
2025-12-07 10:00:00,6.9,310.3,78.2
2025-12-07 11:00:00,4.4,410.5,59.3
2025-12-07 12:00:00,6.7,437.3,73.2
2025-12-07 13:00:00,6.4,369.5,61.1
2025-12-07 14:00:00,1.2,303.8,61.0
2025-12-07 15:00:00,2.6,250.0,92.4
2025-12-07 16:00:00,4.0,107.3,48.4
2025-12-07 17:00:00,2.7,0.0,76.8
2025-12-07 18:00:00,-1.7,0.0,95.5
2025-12-07 19:00:00,-0.2,0.0,79.8
2025-12-07 20:00:00,0.4,0.0,49.6
2025-12-07 21:00:00,-0.8,0.0,50.3
2025-12-07 22:00:00,-3.1,0.0,58.2
2025-12-07 23:00:00,-4.0,0.0,71.9
2025-12-08 00:00:00,-4.3,0.0,73.0
2025-12-08 01:00:00,-1.6,0.0,50.5
2025-12-08 02:00:00,-1.3,0.0,56.5
2025-12-08 03:00:00,0.6,0.0,57.4
2025-12-08 04:00:00,0.8,0.0,66.9
2025-12-08 05:00:00,3.5,0.0,99.4
2025-12-08 06:00:00,3.3,0.0,55.6
2025-12-08 07:00:00,5.9,0.0,54.9
2025-12-08 08:00:00,7.1,46.8,52.6
2025-12-08 09:00:00,4.5,193.1,79.1
2025-12-08 10:00:00,3.0,249.2,69.0
2025-12-08 11:00:00,9.9,402.3,56.1
2025-12-08 12:00:00,7.2,396.2,64.2
2025-12-08 13:00:00,2.7,379.5,57.7
2025-12-08 14:00:00,3.9,274.6,74.0
2025-12-08 15:00:00,5.9,194.0,100.0
2025-12-08 16:00:00,2.6,74.8,77.9
2025-12-08 17:00:00,0.8,0.0,68.2
2025-12-08 18:00:00,3.3,0.0,59.6
2025-12-08 19:00:00,-2.8,0.0,49.4
2025-12-08 20:00:00,-3.3,0.0,80.6
2025-12-08 21:00:00,-2.1,0.0,79.8
2025-12-08 22:00:00,-2.2,0.0,62.6
2025-12-08 23:00:00,-2.2,0.0,87.8
2025-12-09 00:00:00,-1.3,0.0,70.0
2025-12-09 01:00:00,-2.2,0.0,81.3
2025-12-09 02:00:00,-0.8,0.0,74.1
2025-12-09 03:00:00,-1.3,0.0,67.0
2025-12-09 04:00:00,0.5,0.0,55.3
2025-12-09 05:00:00,1.9,0.0,67.5
2025-12-09 06:00:00,3.4,0.0,82.3
2025-12-09 07:00:00,5.8,0.0,62.0
2025-12-09 08:00:00,6.4,68.1,76.3
2025-12-09 09:00:00,6.1,229.7,53.4
2025-12-09 10:00:00,4.9,342.1,81.4
2025-12-09 11:00:00,6.8,451.8,74.4
2025-12-09 12:00:00,6.5,402.8,51.6
2025-12-09 13:00:00,6.4,417.2,66.3
2025-12-09 14:00:00,9.7,299.7,83.6
2025-12-09 15:00:00,3.2,175.9,50.8
2025-12-09 16:00:00,3.8,77.7,53.6
2025-12-09 17:00:00,3.8,0.0,68.6
2025-12-09 18:00:00,0.6,0.0,100.0
2025-12-09 19:00:00,3.9,0.0,59.6
2025-12-09 20:00:00,-2.6,0.0,77.1
2025-12-09 21:00:00,-2.0,0.0,73.6
2025-12-09 22:00:00,-4.7,0.0,60.8
2025-12-09 23:00:00,-4.0,0.0,72.1
2025-12-10 00:00:00,-2.7,0.0,63.0
2025-12-10 01:00:00,-1.0,0.0,64.4
2025-12-10 02:00:00,-1.3,0.0,44.8
2025-12-10 03:00:00,1.6,0.0,69.4
2025-12-10 04:00:00,0.1,0.0,83.2
2025-12-10 05:00:00,0.9,0.0,70.6
2025-12-10 06:00:00,8.3,0.0,86.1
2025-12-10 07:00:00,4.9,0.0,78.4
2025-12-10 08:00:00,3.7,39.6,68.8
2025-12-10 09:00:00,4.5,225.9,60.3
2025-12-10 10:00:00,4.5,300.6,62.4
2025-12-10 11:00:00,8.5,324.5,47.7
2025-12-10 12:00:00,5.7,454.9,65.7
2025-12-10 13:00:00,6.2,367.0,71.9
2025-12-10 14:00:00,5.0,274.9,95.5
2025-12-10 15:00:00,5.6,252.4,77.6
2025-12-10 16:00:00,1.2,65.6,56.7
2025-12-10 17:00:00,-0.5,0.0,48.1
2025-12-10 18:00:00,0.8,0.0,66.6
2025-12-10 19:00:00,0.3,0.0,81.9
2025-12-10 20:00:00,-1.3,0.0,66.4
2025-12-10 21:00:00,-4.3,0.0,77.8
2025-12-10 22:00:00,-1.9,0.0,67.0
2025-12-10 23:00:00,-4.9,0.0,80.5
2025-12-11 00:00:00,-4.4,0.0,45.8
2025-12-11 01:00:00,-4.7,0.0,93.8
2025-12-11 02:00:00,0.6,0.0,53.1
2025-12-11 03:00:00,0.3,0.0,81.7
2025-12-11 04:00:00,1.4,0.0,65.7
2025-12-11 05:00:00,4.0,0.0,68.0
2025-12-11 06:00:00,8.4,0.0,66.2
2025-12-11 07:00:00,0.6,0.0,73.6
2025-12-11 08:00:00,3.6,119.5,76.6
2025-12-11 09:00:00,4.6,202.8,85.6
2025-12-11 10:00:00,4.6,307.2,90.9
2025-12-11 11:00:00,4.3,392.9,74.8
2025-12-11 12:00:00,5.7,420.1,95.5
2025-12-11 13:00:00,3.4,405.6,71.2
2025-12-11 14:00:00,5.7,320.7,85.9
2025-12-11 15:00:00,4.1,240.7,76.2
2025-12-11 16:00:00,3.8,109.2,61.5
2025-12-11 17:00:00,2.5,0.0,72.5
2025-12-11 18:00:00,1.4,0.0,77.3
2025-12-11 19:00:00,-1.7,0.0,69.3
2025-12-11 20:00:00,2.2,0.0,76.0
2025-12-11 21:00:00,-2.4,0.0,82.8
2025-12-11 22:00:00,-7.1,0.0,69.4
2025-12-11 23:00:00,-5.5,0.0,25.6
2025-12-12 00:00:00,-6.9,0.0,95.0
2025-12-12 01:00:00,-2.9,0.0,65.4
2025-12-12 02:00:00,-2.4,0.0,57.5
2025-12-12 03:00:00,-2.0,0.0,53.0
2025-12-12 04:00:00,4.1,0.0,64.8
2025-12-12 05:00:00,2.5,0.0,61.4
2025-12-12 06:00:00,4.1,0.0,58.8
2025-12-12 07:00:00,2.0,0.0,59.6
2025-12-12 08:00:00,2.9,92.2,77.8
2025-12-12 09:00:00,5.8,220.0,100.0
2025-12-12 10:00:00,6.6,279.5,82.1
2025-12-12 11:00:00,2.7,400.0,86.7
2025-12-12 12:00:00,5.9,403.0,64.2
2025-12-12 13:00:00,5.8,369.6,71.4
2025-12-12 14:00:00,4.5,361.2,76.2
2025-12-12 15:00:00,2.3,181.4,59.9
2025-12-12 16:00:00,1.6,135.5,63.4
2025-12-12 17:00:00,1.0,0.0,82.6
2025-12-12 18:00:00,0.3,0.0,86.2
2025-12-12 19:00:00,0.1,0.0,70.8
2025-12-12 20:00:00,0.0,0.0,51.9
2025-12-12 21:00:00,-3.5,0.0,65.4
2025-12-12 22:00:00,-4.3,0.0,48.2
2025-12-12 23:00:00,-2.7,0.0,71.0
2025-12-13 00:00:00,-2.3,0.0,73.7
2025-12-13 01:00:00,-3.9,0.0,65.8
2025-12-13 02:00:00,-0.7,0.0,73.5
2025-12-13 03:00:00,0.8,0.0,76.1
2025-12-13 04:00:00,2.6,0.0,73.7
2025-12-13 05:00:00,4.9,0.0,51.8
2025-12-13 06:00:00,0.9,0.0,66.1
2025-12-13 07:00:00,3.8,0.0,76.0
2025-12-13 08:00:00,4.9,85.0,93.5
2025-12-13 09:00:00,5.4,233.3,65.8
2025-12-13 10:00:00,4.8,310.6,78.1
2025-12-13 11:00:00,3.3,331.6,83.0
2025-12-13 12:00:00,6.3,397.2,66.9
2025-12-13 13:00:00,4.1,391.7,87.1
2025-12-13 14:00:00,5.0,342.7,87.9
2025-12-13 15:00:00,2.2,217.8,90.6
2025-12-13 16:00:00,0.4,19.9,76.7
2025-12-13 17:00:00,1.8,0.0,100.0
2025-12-13 18:00:00,0.3,0.0,60.6
2025-12-13 19:00:00,-0.0,0.0,100.0
2025-12-13 20:00:00,2.1,0.0,81.4
2025-12-13 21:00:00,-2.5,0.0,90.0
2025-12-13 22:00:00,-2.6,0.0,65.1
2025-12-13 23:00:00,-5.9,0.0,82.5
2025-12-14 00:00:00,-6.2,0.0,91.3
2025-12-14 01:00:00,0.0,0.0,53.6
2025-12-14 02:00:00,-4.2,0.0,67.5
2025-12-14 03:00:00,-3.4,0.0,37.8
2025-12-14 04:00:00,-0.2,0.0,67.2
2025-12-14 05:00:00,1.0,0.0,57.7
2025-12-14 06:00:00,0.7,0.0,66.6
2025-12-14 07:00:00,3.1,0.0,100.0
2025-12-14 08:00:00,7.2,38.9,95.7
2025-12-14 09:00:00,3.9,284.9,48.3
2025-12-14 10:00:00,3.3,289.3,78.2
2025-12-14 11:00:00,8.1,424.1,81.9
2025-12-14 12:00:00,7.0,373.0,64.8
2025-12-14 13:00:00,4.3,375.8,72.6
2025-12-14 14:00:00,1.6,340.8,74.0
2025-12-14 15:00:00,2.2,198.7,49.7
2025-12-14 16:00:00,2.4,133.0,54.4
2025-12-14 17:00:00,3.5,0.0,72.5
2025-12-14 18:00:00,-2.2,0.0,71.4
2025-12-14 19:00:00,-1.5,0.0,59.3
2025-12-14 20:00:00,-1.0,0.0,58.0
2025-12-14 21:00:00,-7.9,0.0,68.6
2025-12-14 22:00:00,-1.6,0.0,83.2
2025-12-14 23:00:00,-6.2,0.0,68.8
2025-12-15 00:00:00,-3.0,0.0,94.3
2025-12-15 01:00:00,-2.7,0.0,59.5
2025-12-15 02:00:00,-0.2,0.0,72.8
2025-12-15 03:00:00,-0.3,0.0,64.6
2025-12-15 04:00:00,-4.9,0.0,78.8
2025-12-15 05:00:00,-0.5,0.0,58.2
2025-12-15 06:00:00,2.7,0.0,98.8
2025-12-15 07:00:00,3.2,0.0,44.6
2025-12-15 08:00:00,5.6,87.1,95.7
2025-12-15 09:00:00,7.0,236.8,71.3
2025-12-15 10:00:00,7.2,313.7,78.2
2025-12-15 11:00:00,5.7,400.7,90.0
2025-12-15 12:00:00,2.3,448.0,82.8
2025-12-15 13:00:00,4.5,377.0,59.0
2025-12-15 14:00:00,5.5,373.6,78.9
2025-12-15 15:00:00,1.4,204.6,97.9
2025-12-15 16:00:00,3.7,107.7,56.6
2025-12-15 17:00:00,2.9,0.0,100.0
2025-12-15 18:00:00,0.1,0.0,75.7
2025-12-15 19:00:00,-7.5,0.0,63.4
2025-12-15 20:00:00,-5.0,0.0,56.5
2025-12-15 21:00:00,0.6,0.0,66.6
2025-12-15 22:00:00,-4.8,0.0,40.6
2025-12-15 23:00:00,-7.9,0.0,63.7
2025-12-16 00:00:00,-1.3,0.0,66.0
2025-12-16 01:00:00,-3.3,0.0,53.8
2025-12-16 02:00:00,-0.3,0.0,81.2
2025-12-16 03:00:00,-0.9,0.0,66.7
2025-12-16 04:00:00,0.7,0.0,60.4
2025-12-16 05:00:00,1.8,0.0,65.1
2025-12-16 06:00:00,3.7,0.0,75.3
2025-12-16 07:00:00,8.1,0.0,71.1
2025-12-16 08:00:00,6.5,99.2,59.4
2025-12-16 09:00:00,2.2,190.6,71.8
2025-12-16 10:00:00,6.8,327.8,69.2
2025-12-16 11:00:00,8.3,380.9,52.9
2025-12-16 12:00:00,8.3,374.8,65.6
2025-12-16 13:00:00,4.5,391.4,78.6
2025-12-16 14:00:00,6.9,325.8,78.5
2025-12-16 15:00:00,5.4,220.5,66.5
2025-12-16 16:00:00,7.5,82.4,80.1
2025-12-16 17:00:00,-0.5,0.0,55.3
2025-12-16 18:00:00,-1.3,0.0,55.7
2025-12-16 19:00:00,-2.1,0.0,66.2
2025-12-16 20:00:00,-3.5,0.0,92.4
2025-12-16 21:00:00,-5.1,0.0,72.4
2025-12-16 22:00:00,-9.3,0.0,65.8
2025-12-16 23:00:00,-4.8,0.0,93.1
2025-12-17 00:00:00,-3.1,0.0,65.7
2025-12-17 01:00:00,-4.4,0.0,100.0
2025-12-17 02:00:00,1.3,0.0,62.3
2025-12-17 03:00:00,-1.5,0.0,54.8
2025-12-17 04:00:00,2.2,0.0,67.5
2025-12-17 05:00:00,1.5,0.0,66.2
2025-12-17 06:00:00,3.9,0.0,57.9
2025-12-17 07:00:00,4.0,0.0,100.0
2025-12-17 08:00:00,7.2,81.5,74.8
2025-12-17 09:00:00,5.4,211.4,76.9
2025-12-17 10:00:00,6.8,325.4,63.0
2025-12-17 11:00:00,6.7,361.2,61.3
2025-12-17 12:00:00,5.2,479.9,85.4
2025-12-17 13:00:00,6.1,338.2,44.8
2025-12-17 14:00:00,9.0,303.7,52.8
2025-12-17 15:00:00,2.9,207.3,66.3
2025-12-17 16:00:00,3.1,145.4,90.2
2025-12-17 17:00:00,3.5,0.0,64.4
2025-12-17 18:00:00,1.9,0.0,76.2
2025-12-17 19:00:00,-1.5,0.0,70.4
2025-12-17 20:00:00,-7.4,0.0,89.4
2025-12-17 21:00:00,-2.4,0.0,46.2
2025-12-17 22:00:00,-8.3,0.0,81.0
2025-12-17 23:00:00,-1.1,0.0,67.0
2025-12-18 00:00:00,-3.6,0.0,83.9
2025-12-18 01:00:00,-1.5,0.0,57.7
2025-12-18 02:00:00,-4.5,0.0,70.4
2025-12-18 03:00:00,-4.7,0.0,68.5
2025-12-18 04:00:00,0.1,0.0,55.0
2025-12-18 05:00:00,0.8,0.0,50.8
2025-12-18 06:00:00,1.2,0.0,61.3
2025-12-18 07:00:00,3.5,0.0,71.9
2025-12-18 08:00:00,9.9,44.5,58.6
2025-12-18 09:00:00,6.9,235.1,65.0
2025-12-18 10:00:00,7.8,328.5,41.7
2025-12-18 11:00:00,7.6,390.3,64.4
2025-12-18 12:00:00,8.7,437.2,85.3
2025-12-18 13:00:00,4.8,416.8,80.6
2025-12-18 14:00:00,0.3,307.6,68.7
2025-12-18 15:00:00,3.0,228.1,73.6
2025-12-18 16:00:00,3.8,28.1,57.6
2025-12-18 17:00:00,-1.1,0.0,94.4
2025-12-18 18:00:00,-0.8,0.0,100.0
2025-12-18 19:00:00,-3.0,0.0,72.5
2025-12-18 20:00:00,0.3,0.0,100.0
2025-12-18 21:00:00,-2.0,0.0,59.8
2025-12-18 22:00:00,-2.7,0.0,51.2
2025-12-18 23:00:00,-2.9,0.0,59.3
2025-12-19 00:00:00,-4.1,0.0,66.7
2025-12-19 01:00:00,-3.1,0.0,100.0
2025-12-19 02:00:00,-5.1,0.0,65.8
2025-12-19 03:00:00,-6.1,0.0,57.1
2025-12-19 04:00:00,-0.2,0.0,56.5
2025-12-19 05:00:00,1.4,0.0,87.1
2025-12-19 06:00:00,4.5,0.0,85.0
2025-12-19 07:00:00,6.4,0.0,62.7
2025-12-19 08:00:00,7.5,86.9,41.9
2025-12-19 09:00:00,3.1,198.4,53.1
2025-12-19 10:00:00,4.9,315.4,95.8
2025-12-19 11:00:00,6.7,329.7,80.3
2025-12-19 12:00:00,10.7,412.2,71.0
2025-12-19 13:00:00,8.1,329.4,98.0
2025-12-19 14:00:00,6.6,325.5,99.4
2025-12-19 15:00:00,2.5,185.4,69.5
2025-12-19 16:00:00,0.3,58.5,69.7
2025-12-19 17:00:00,2.4,0.0,61.3
2025-12-19 18:00:00,-2.7,0.0,65.7
2025-12-19 19:00:00,-2.2,0.0,47.7
2025-12-19 20:00:00,-3.0,0.0,47.6
2025-12-19 21:00:00,-0.4,0.0,44.2
2025-12-19 22:00:00,-4.8,0.0,86.3
2025-12-19 23:00:00,-9.1,0.0,46.6
2025-12-20 00:00:00,-3.1,0.0,99.2
2025-12-20 01:00:00,-5.0,0.0,59.0
2025-12-20 02:00:00,-2.7,0.0,96.1
2025-12-20 03:00:00,-2.0,0.0,64.5
2025-12-20 04:00:00,-1.1,0.0,46.5
2025-12-20 05:00:00,2.3,0.0,89.3
2025-12-20 06:00:00,-1.1,0.0,91.0
2025-12-20 07:00:00,2.2,0.0,56.4
2025-12-20 08:00:00,5.6,118.6,65.0
2025-12-20 09:00:00,3.8,239.9,56.4
2025-12-20 10:00:00,2.3,355.5,68.2
2025-12-20 11:00:00,7.1,427.0,71.6
2025-12-20 12:00:00,7.8,376.8,64.7
2025-12-20 13:00:00,5.0,425.2,42.7
2025-12-20 14:00:00,0.3,277.0,61.3
2025-12-20 15:00:00,4.6,244.6,80.6
2025-12-20 16:00:00,-1.3,69.2,66.9
2025-12-20 17:00:00,1.3,0.0,65.1
2025-12-20 18:00:00,-2.4,0.0,56.0
2025-12-20 19:00:00,-4.1,0.0,60.8
2025-12-20 20:00:00,-3.7,0.0,91.1
2025-12-20 21:00:00,-4.0,0.0,52.9
2025-12-20 22:00:00,-5.4,0.0,80.8
2025-12-20 23:00:00,-3.1,0.0,70.7
2025-12-21 00:00:00,-5.1,0.0,73.7
2025-12-21 01:00:00,-1.7,0.0,59.0
2025-12-21 02:00:00,-2.3,0.0,64.7
2025-12-21 03:00:00,-3.2,0.0,69.9
2025-12-21 04:00:00,-2.4,0.0,62.2
2025-12-21 05:00:00,-2.6,0.0,75.0
2025-12-21 06:00:00,2.5,0.0,76.9
2025-12-21 07:00:00,2.4,0.0,100.0
2025-12-21 08:00:00,-0.6,56.1,74.2
2025-12-21 09:00:00,3.9,240.7,41.3
2025-12-21 10:00:00,3.7,349.4,87.4
2025-12-21 11:00:00,8.8,407.8,66.9
2025-12-21 12:00:00,2.1,406.5,100.0
2025-12-21 13:00:00,2.1,384.3,92.1
2025-12-21 14:00:00,6.4,336.8,62.4
2025-12-21 15:00:00,5.9,231.4,80.8
2025-12-21 16:00:00,0.4,100.2,61.1
2025-12-21 17:00:00,-0.6,0.0,70.0
2025-12-21 18:00:00,0.6,0.0,80.1
2025-12-21 19:00:00,-6.5,0.0,86.7
2025-12-21 20:00:00,-6.6,0.0,83.4
